"Peak","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","nearest_gene","distance_to_nearest_gene","Significant","Direction"
"chr4-122995294-122997409",-0.3132,4.27824229206516e-14,8.59986596097186e-09,0.657,0.711,"Mycl",0,"No","NS"
"chr15-39900657-39901994",-0.3132,8.68871702120712e-10,0.000174655376330093,0.39,0.476,"Lrp12",0,"No","NS"
"chr9-46176430-46176967",-0.3132,0.000441441731109622,1,0.165,0.203,"Sik3",0,"No","NS"
"chr3-54814787-54815617",-0.3132,0.00369122418876134,1,0.125,0.153,"Gm10254",3536,"No","NS"
"chr6-125348991-125350973",-0.3133,4.40946891677549e-11,8.86364984836708e-06,0.492,0.571,"Tnfrsf1a",0,"No","NS"
"chr9-36869915-36870699",-0.3133,8.1155124370523e-06,1,0.287,0.344,"Fez1",0,"No","NS"
"chr17-28327542-28329241",-0.3134,8.60456077475574e-25,1.72963717957675e-19,0.827,0.85,"Rpl10a",0,"No","NS"
"chr9-22259014-22260339",-0.3134,4.32147819181846e-12,8.68677617250196e-07,0.481,0.571,"Zfp599",0,"No","NS"
"chr6-115462543-115463720",-0.3134,0.00014179376628317,1,0.308,0.35,"Pparg",0,"No","NS"
"chr3-27189516-27190201",-0.3134,0.000179985084428624,1,0.15,0.191,"Nceh1",0,"No","NS"
"chr3-65871021-65872359",-0.3135,7.71651328038778e-18,1.55112720054387e-12,0.717,0.772,"RP23-251B16.2",0,"No","NS"
"chr9-13456405-13457164",-0.3136,0.000716017741549461,1,0.171,0.21,"Gm17571",9651,"No","NS"
"chr14-30559240-30559731",-0.3136,0.00137051675781988,1,0.101,0.13,"Tkt",0,"No","NS"
"chr16-44643750-44644380",-0.3136,0.00169278690936401,1,0.09,0.118,"BC027231",79920,"No","NS"
"chr8-80991973-80992259",-0.3136,0.0137125317156206,1,0.106,0.128,"Usp38",0,"No","NS"
"chr2-59828495-59829690",-0.3137,4.60391894137608e-15,9.25452162081771e-10,0.663,0.723,"Tanc1",0,"No","NS"
"chr5-139717568-139719078",-0.3137,8.24445187824464e-07,0.165725024985347,0.291,0.353,"Micall2",0,"No","NS"
"chr6-73314766-73315685",-0.3137,0.00107020667298636,1,0.189,0.227,"Suclg1",37854,"No","NS"
"chr1-88667752-88669713",-0.3138,5.94893637156092e-18,1.19581949579295e-12,0.723,0.771,"Arl4c",3411,"No","NS"
"chr2-148599301-148599945",-0.3138,9.74409693321979e-05,1,0.161,0.205,"Gm25866",24765,"No","NS"
"chr16-90692288-90693520",-0.3139,4.25395315174724e-11,8.55104138845321e-06,0.419,0.508,"Mis18a",25791,"No","NS"
"chr8-108368969-108369953",-0.3139,3.64842343498778e-06,0.733384188360633,0.25,0.308,"Zfhx3",333146,"No","NS"
"chr11-63023345-63024414",-0.3139,4.52876734438877e-05,1,0.179,0.228,"Cdrt4os1",19210,"No","NS"
"chr4-110028196-110029158",-0.3139,0.000599318685470228,1,0.133,0.169,"Dmrta2",44508,"No","NS"
"chr6-73220760-73223498",-0.314,6.91317933773023e-16,1.3896458313945e-10,0.735,0.808,"Dnah6",0,"No","NS"
"chr1-187836360-187837205",-0.314,0.000409426691104219,1,0.187,0.226,"Esrrg",0,"No","NS"
"chr11-34972912-34974015",-0.314,0.00107420628168037,1,0.081,0.11,"Gm25799",73788,"No","NS"
"chr18-25120611-25122382",-0.3141,8.92157227662507e-08,0.0179336092961351,0.418,0.482,"Fhod3",0,"No","NS"
"chr5-106859707-106861000",-0.3141,0.00169183588746507,1,0.113,0.143,"Hfm1",0,"No","NS"
"chr4-64045493-64045709",-0.3141,0.00447996826875172,1,0.125,0.153,"Tnc",0,"No","NS"
"chr6-83146627-83147334",-0.3141,0.00771873958340621,1,0.128,0.153,"Rtkn",0,"No","NS"
"chr2-143914232-143916106",-0.3142,6.69897145805586e-29,1.34658704866964e-23,0.856,0.886,"Dstn",0,"No","NS"
"chr8-124433162-124434863",-0.3142,9.11409639325486e-18,1.83206097239373e-12,0.722,0.777,"Pgbd5",0,"No","NS"
"chr18-12725185-12726611",-0.3142,6.66008322047469e-11,1.3387699684805e-05,0.524,0.596,"Ttc39c",0,"No","NS"
"chr9-119101450-119102865",-0.3142,2.42798345764631e-09,0.000488058666755315,0.444,0.525,"Dlec1",0,"No","NS"
"chr7-132713519-132714824",-0.3142,3.71737990434015e-07,0.074724540409103,0.374,0.438,"Fam53b",0,"No","NS"
"chr1-192752353-192753598",-0.3142,2.40636331536333e-05,1,0.264,0.314,"Hhat",0,"No","NS"
"chr8-110802791-110803337",-0.3142,0.000496499629654736,1,0.132,0.169,"Il34",0,"No","NS"
"chr1-159812595-159813668",-0.3142,0.000862611872605003,1,0.295,0.334,"Tnr",0,"No","NS"
"chr3-138107479-138108038",-0.3142,0.0103384312024984,1,0.084,0.106,"Mttp",0,"No","NS"
"chr9-86453217-86454485",-0.3143,0.00175176349936634,1,0.241,0.277,"Ube2cbp",0,"No","NS"
"chr7-80011502-80011919",-0.3144,0.00124666086470177,1,0.191,0.226,"Zfp710",12894,"No","NS"
"chr3-35245591-35246883",-0.3145,7.37390237096085e-06,1,0.246,0.304,"Gm25442",78730,"No","NS"
"chr1-43767951-43768969",-0.3145,0.000297241061292803,1,0.236,0.278,"Uxs1",0,"No","NS"
"chr8-111745548-111747284",-0.3146,6.87207533779134e-19,1.38138335195079e-13,0.763,0.821,"Bcar1",1698,"No","NS"
"chr2-160872017-160873637",-0.3146,2.77866978596809e-17,5.5855152835659e-12,0.75,0.789,"Zhx3",0,"No","NS"
"chr12-102550572-102550838",-0.3147,0.0115510332706194,1,0.092,0.114,"Chga",4130,"No","NS"
"chr3-145884929-145886543",-0.3148,6.03734783792446e-20,1.21359143829255e-14,0.696,0.758,"Ddah1",0,"No","NS"
"chr17-79861961-79862583",-0.3148,0.00172100425582551,1,0.106,0.136,"Atl2",0,"No","NS"
"chr16-33915981-33917695",-0.3149,8.94397292500566e-18,1.79786377354709e-12,0.644,0.726,"Itgb5",0,"No","NS"
"chr12-117480396-117481457",-0.3149,1.57711503766584e-06,0.31702220218136,0.332,0.391,"Rapgef5",35021,"No","NS"
"chr15-64421311-64422170",-0.3149,0.00235415730272938,1,0.094,0.121,"Asap1",38391,"No","NS"
"chr19-4051989-4052899",-0.3149,0.0035097126649676,1,0.142,0.172,"BC021614",4577,"No","NS"
"chr2-22670137-22671983",-0.315,3.24485360699526e-10,6.52261002956545e-05,0.448,0.527,"Gad2",0,"No","NS"
"chr10-83094821-83095900",-0.315,0.000202517083610236,1,0.265,0.308,"Chst11",0,"No","NS"
"chrX-87891537-87892354",-0.315,0.000815232152605165,1,0.11,0.143,"Il1rapl1",0,"No","NS"
"chrX-13548425-13549607",-0.315,0.0104262886465528,1,0.166,0.192,"Cask",0,"No","NS"
"chr16-21693580-21695507",-0.3151,7.37689684480838e-13,1.48285954236231e-07,0.584,0.654,"2510009E07Rik",0,"No","NS"
"chr8-80856274-80857456",-0.3152,1.688160700679e-07,0.0339343935086289,0.439,0.499,"Gab1",0,"No","NS"
"chr3-51482331-51482600",-0.3152,0.000551610860863582,1,0.121,0.157,"AC102860.3",0,"No","NS"
"chr8-83638370-83639855",-0.3152,0.0027546892717857,1,0.164,0.196,"Gipc1",12822,"No","NS"
"chr12-99627115-99628468",-0.3153,1.34800613535366e-09,0.00027096810529198,0.466,0.541,"1700064M15Rik",0,"No","NS"
"chr15-76168229-76168791",-0.3153,0.00228353806155116,1,0.146,0.177,"Plec",2182,"No","NS"
"chr2-13407057-13407602",-0.3155,4.43205007352301e-12,8.90904113479154e-07,0.631,0.686,"Cubn",0,"No","NS"
"chr2-91114713-91115718",-0.3156,3.03935605387918e-10,6.10953117814469e-05,0.48,0.55,"Spi1",0,"No","NS"
"chr15-101771720-101773097",-0.3157,4.25733970633661e-05,1,0.244,0.295,"Krt72",3074,"No","NS"
"chr8-12298254-12299279",-0.3157,0.0167505903033125,1,0.09,0.11,"Gm29175",15641,"No","NS"
"chr4-137076946-137077707",-0.3158,6.52862496858806e-06,1,0.252,0.309,"Zbtb40",28144,"No","NS"
"chr5-123609545-123610196",-0.3158,0.000151816243141691,1,0.185,0.23,"Clip1",0,"No","NS"
"chr5-88928360-88928824",-0.3158,0.00727076225743604,1,0.159,0.186,"Slc4a4",0,"No","NS"
"chr17-26583683-26585237",-0.3159,1.51844459255589e-19,3.0522862132803e-14,0.78,0.821,"Ergic1",0,"No","NS"
"chr6-131298035-131299036",-0.3159,5.0439835806305e-07,0.101391131547686,0.343,0.409,"Styk1",107,"No","NS"
"chr16-90856564-90857522",-0.316,9.16069189176382e-07,0.184142731993101,0.278,0.343,"Eva1c",0,"No","NS"
"chr17-5849344-5849931",-0.3161,7.2756297432295e-05,1,0.212,0.258,"Snx9",0,"No","NS"
"chr9-45411395-45412633",-0.3161,0.00589277325132034,1,0.167,0.196,"Fxyd2",1116,"No","NS"
"chr5-137101914-137103856",-0.3162,5.35977664648628e-27,1.07739014281679e-21,0.82,0.857,"Trim56",1787,"No","NS"
"chr9-44832292-44833001",-0.3162,0.00196697887931277,1,0.125,0.156,"Kmt2a",0,"No","NS"
"chr8-95011762-95013177",-0.3163,1.2802135682563e-12,2.57340850209472e-07,0.657,0.714,"Gpr56",0,"No","NS"
"chr13-13537449-13539398",-0.3163,5.12665968864535e-09,0.00103053037065336,0.444,0.509,"Nid1",25173,"No","NS"
"chr10-124142189-124143561",-0.3163,9.36769949224247e-08,0.0188303874573363,0.284,0.35,"Gm23777",311497,"No","NS"
"chr16-92962916-92963993",-0.3163,8.05194130605288e-05,1,0.209,0.258,"Gm28003",108761,"No","NS"
"chr7-133117754-133118079",-0.3163,0.000705678763783381,1,0.147,0.185,"Ctbp2",0,"No","NS"
"chr10-21726653-21727791",-0.3163,0.0965561218900612,1,0.087,0.1,"Gm29323",16075,"No","NS"
"chr17-44475559-44476371",-0.3165,0.00100711589383739,1,0.185,0.221,"Runx2",19615,"No","NS"
"chr11-95506962-95507838",-0.3166,2.10368772390991e-06,0.422870684134027,0.32,0.381,"Nxph3",2006,"No","NS"
"chr6-125636798-125638143",-0.3166,0.000971552676756108,1,0.099,0.13,"Vwf",0,"No","NS"
"chr4-109640214-109641848",-0.3166,0.00140921051565661,1,0.102,0.133,"Gm12811",0,"No","NS"
"chr1-134419397-134419706",-0.3166,0.0144449066472088,1,0.096,0.117,"Adipor1",0,"No","NS"
"chr3-98348491-98349032",-0.3166,0.0222242899120908,1,0.096,0.116,"Phgdh",8500,"No","NS"
"chr12-76582147-76583234",-0.3167,1.97337484342963e-06,0.396675970777163,0.175,0.233,"Sptb",0,"No","NS"
"chr5-106458095-106459467",-0.3167,0.000266618625920321,1,0.162,0.203,"Barhl2",0,"No","NS"
"chr15-67096787-67097531",-0.3168,1.80336877672808e-05,1,0.224,0.276,"St3gal1",5343,"No","NS"
"chr17-74781485-74782478",-0.3168,9.55945299567204e-05,1,0.222,0.268,"Ttc27",0,"No","NS"
"chr18-82469461-82470435",-0.3168,0.00319422998070113,1,0.16,0.191,"Mbp",4710,"No","NS"
"chr15-59068923-59069485",-0.3168,0.074102403166005,1,0.096,0.111,"Mtss1",0,"No","NS"
"chr2-90509141-90509580",-0.3169,6.41596925701132e-05,1,0.228,0.273,"Ptprj",0,"No","NS"
"chr18-39232115-39233345",-0.3169,0.00147543957235606,1,0.127,0.16,"Arhgap26",0,"No","NS"
"chrX-94142234-94142704",-0.3169,0.00339609660221424,1,0.126,0.156,"Zfx",18531,"No","NS"
"chr2-80126510-80128111",-0.317,2.04477475425433e-14,4.1102835245168e-09,0.612,0.678,"Pde1a",0,"No","NS"
"chr5-73853842-73854702",-0.317,5.88417785623346e-06,1,0.183,0.238,"Usp46",143760,"No","NS"
"chr6-94742641-94743378",-0.317,0.000107533254206593,1,0.274,0.322,"Lrig1",42482,"No","NS"
"chr2-180118581-180119927",-0.3171,5.97308949666585e-32,1.20067461208279e-26,0.87,0.886,"Osbpl2",0,"No","NS"
"chr17-72603005-72604957",-0.3171,5.25442737941693e-14,1.05621346524611e-08,0.467,0.569,"Alk",0,"No","NS"
"chr17-47293103-47294639",-0.3171,2.25315363009213e-12,4.52915423799339e-07,0.627,0.694,"Trerf1",0,"No","NS"
"chr15-22732454-22733491",-0.3171,2.33345936112637e-06,0.469058000017457,0.377,0.441,"Cdh18",0,"No","NS"
"chr2-78870513-78870979",-0.3171,0.00251062116658744,1,0.121,0.151,"Ube2e3",0,"No","NS"
"chr2-85036488-85037959",-0.3172,4.0058776300964e-17,8.05237485936197e-12,0.684,0.743,"P2rx3",0,"No","NS"
"chrX-11348028-11348765",-0.3172,0.000258620472886763,1,0.078,0.111,"Gm4906",19876,"No","NS"
"chr17-75856690-75857423",-0.3172,0.0103015832253367,1,0.126,0.151,"Gm24126",217122,"No","NS"
"chr2-130423383-130425483",-0.3173,4.94877396260611e-24,9.94772849319304e-19,0.76,0.811,"Pced1a",0,"No","NS"
"chr9-96308587-96309254",-0.3173,0.00431687290761727,1,0.133,0.162,"Tfdp2",0,"No","NS"
"chr7-28951604-28953127",-0.3174,6.95794054902495e-17,1.3986434615217e-11,0.688,0.739,"Actn4",0,"No","NS"
"chr15-78449410-78450710",-0.3174,1.2682337723589e-16,2.54932743516952e-11,0.721,0.784,"Tmprss6",0,"No","NS"
"chr9-64393910-64394750",-0.3174,2.59525733574689e-06,0.521683058087825,0.29,0.348,"Megf11",0,"No","NS"
"chr2-160366069-160368198",-0.3175,2.20299175953867e-08,0.00442832185551906,0.448,0.513,"Mafb",0,"No","NS"
"chr6-33035587-33036491",-0.3175,0.0059452752761115,1,0.137,0.165,"Chchd3",0,"No","NS"
"chr2-118199886-118200166",-0.3176,0.00034688428106961,1,0.196,0.237,"Fsip1",4721,"No","NS"
"chr2-122065181-122065514",-0.3176,0.0232406371052497,1,0.109,0.129,"Spg11",0,"No","NS"
"chr1-52267628-52267934",-0.3176,0.0512125525486921,1,0.085,0.102,"Gm5975",19762,"No","NS"
"chr11-116700793-116702185",-0.3177,2.32637029155617e-10,4.67632997786873e-05,0.49,0.569,"St6galnac2",5924,"No","NS"
"chr9-45798069-45799015",-0.3177,1.43818428689402e-06,0.289095176245714,0.323,0.38,"Cep164",0,"No","NS"
"chr5-136143254-136144095",-0.3177,2.27720765815851e-05,1,0.252,0.306,"Alkbh4",1638,"No","NS"
"chr13-67843051-67845009",-0.3177,0.000707040556918921,1,0.162,0.2,"Gm10037",0,"No","NS"
"chr15-8006113-8006486",-0.3177,0.0125846764602909,1,0.093,0.115,"Wdr70",0,"No","NS"
"chr18-39893590-39894817",-0.3177,0.0286941427090346,1,0.102,0.121,"Pabpc2",117507,"No","NS"
"chr3-102203284-102204758",-0.3178,1.20239588624865e-11,2.41698406678385e-06,0.6,0.656,"Vangl1",0,"No","NS"
"chr10-18995673-18996833",-0.3178,2.86591204251879e-07,0.0576088443314871,0.31,0.378,"Tnfaip3",4076,"No","NS"
"chr2-164389131-164389975",-0.3178,2.57109022473257e-06,0.516825130434393,0.364,0.423,"Matn4",0,"No","NS"
"chr2-28582297-28583416",-0.3179,8.84039672179478e-14,1.77704350663486e-08,0.666,0.727,"Gtf3c5",0,"No","NS"
"chr10-58310266-58311596",-0.3179,2.53386402010241e-10,5.09342142136865e-05,0.377,0.46,"Gcc2",4666,"No","NS"
"chr13-33085065-33086154",-0.3179,3.5127503138288e-05,1,0.153,0.201,"Serpinb1b",0,"No","NS"
"chr8-64672022-64673429",-0.318,4.06454428759554e-11,8.1703030542673e-06,0.529,0.603,"Cpe",0,"No","NS"
"chr3-153835423-153836105",-0.318,0.000360751130805063,1,0.143,0.181,"Gm25757",4130,"No","NS"
"chr12-4306399-4307363",-0.318,0.00386959649870101,1,0.11,0.138,"Ncoa1",0,"No","NS"
"chr6-145372151-145372377",-0.318,0.0427091085908443,1,0.093,0.11,"Lmntd1",0,"No","NS"
"chr2-174415094-174416716",-0.3181,4.54461188102379e-13,9.13530612652116e-08,0.652,0.705,"Nelfcd",0,"No","NS"
"chr2-160729838-160730115",-0.3181,0.0241264872214371,1,0.09,0.109,"Plcg1",1184,"No","NS"
"chr2-174342776-174344494",-0.3182,3.75144106455617e-12,7.54092174150694e-07,0.592,0.657,"Gnas",0,"No","NS"
"chr12-17235508-17236630",-0.3182,7.00941924951976e-06,1,0.251,0.31,"Pdia6",29914,"No","NS"
"chr18-37918120-37918531",-0.3182,0.000162485399184326,1,0.116,0.155,"Diap1",0,"No","NS"
"chr13-97604134-97604815",-0.3182,0.000421244219469691,1,0.218,0.259,"Lincenc1",107126,"No","NS"
"chr19-5806079-5806502",-0.3184,1.6889439659799e-06,0.339501382377484,0.33,0.389,"Malat1",3406,"No","NS"
"chr10-13569747-13570252",-0.3184,0.00272254298282412,1,0.09,0.117,"Adat2",6370,"No","NS"
"chr4-104936962-104937600",-0.3184,0.0290716839375184,1,0.105,0.124,"1700024P16Rik",0,"No","NS"
"chr8-23043814-23044419",-0.3185,0.00804069157035562,1,0.106,0.13,"Ank1",0,"No","NS"
"chr17-75902691-75903878",-0.3185,0.00998887984938592,1,0.147,0.173,"Gm24126",170667,"No","NS"
"chr2-168229483-168231612",-0.3186,3.4524701621386e-23,6.93994837172129e-18,0.731,0.794,"Gm20716",0,"No","NS"
"chr17-45850248-45852953",-0.3186,1.88214043945201e-13,3.78336578296006e-08,0.373,0.479,"F630040K05Rik",61653,"No","NS"
"chr18-60480750-60481618",-0.3186,8.19036363130891e-11,1.64637775498393e-05,0.5,0.58,"Smim3",0,"No","NS"
"chr12-116465549-116467490",-0.3186,7.60473151070416e-09,0.00152865749989269,0.43,0.5,"Ncapg2",2017,"No","NS"
"chr4-57804546-57805371",-0.3186,2.78695855344157e-06,0.560217686661503,0.31,0.372,"Palm2Akap2",0,"No","NS"
"chr4-155164323-155165211",-0.3186,1.13354253731556e-05,1,0.189,0.244,"Ski",0,"No","NS"
"chr11-69171417-69171977",-0.3186,7.0590251157163e-05,1,0.204,0.252,"Alox12b",1624,"No","NS"
"chr2-59361105-59361868",-0.3186,0.00125646142118623,1,0.118,0.15,"Pkp4",5896,"No","NS"
"chr8-116504184-116505168",-0.3187,0.000361481403328657,1,0.14,0.179,"Dynlrb2",0,"No","NS"
"chr17-65737039-65738269",-0.3188,1.64252209314108e-12,3.30169936030662e-07,0.57,0.657,"Rab31",0,"No","NS"
"chr15-25842282-25843950",-0.3188,2.41009757466029e-09,0.000484463353872764,0.514,0.583,"Fam134b",0,"No","NS"
"chr13-39848906-39849819",-0.3188,0.000315276911283337,1,0.232,0.274,"Gm23972",9043,"No","NS"
"chr2-73721781-73723074",-0.3188,0.000697326605000122,1,0.073,0.102,"Chn1",0,"No","NS"
"chr13-34572048-34572751",-0.3188,0.00513603538275981,1,0.113,0.139,"Pxdc1",55088,"No","NS"
"chr2-117249014-117250620",-0.3189,4.29062297431431e-16,8.62475286558817e-11,0.664,0.736,"Fam98b",0,"No","NS"
"chr7-84310700-84311909",-0.3189,3.13536669150977e-07,0.0630252600127144,0.352,0.42,"Arnt2",0,"No","NS"
"chr6-17308803-17309020",-0.3189,0.00057235744333997,1,0.128,0.164,"Gm15581",0,"No","NS"
"chr17-56018403-56018634",-0.3189,0.0380507852416822,1,0.106,0.124,"Sh3gl1",0,"No","NS"
"chr2-69205072-69206416",-0.319,1.84695722474538e-14,3.71264259574968e-09,0.679,0.726,"Spc25",0,"No","NS"
"chr13-18867621-18869113",-0.319,9.06034729037319e-06,1,0.306,0.362,"Vps41",811,"No","NS"
"chr13-95608234-95609068",-0.3191,2.58502899669224e-08,0.00519627018741094,0.203,0.277,"F2r",0,"No","NS"
"chr17-70894667-70895246",-0.3191,9.79355877027277e-06,1,0.113,0.159,"Gm26510",0,"No","NS"
"chr11-114669740-114670013",-0.3191,0.015084492418501,1,0.166,0.19,"Rpl38",0,"No","NS"
"chr5-91114553-91114969",-0.3191,0.0162870507723618,1,0.161,0.184,"Ereg",20903,"No","NS"
"chr2-78867822-78869949",-0.3192,1.76533584141727e-22,3.5485721882665e-17,0.797,0.841,"Ube2e3",0,"No","NS"
"chr8-94711076-94711640",-0.3192,1.69291665997966e-12,3.40299949489151e-07,0.504,0.591,"Gm22846",12790,"No","NS"
"chr18-10051390-10052889",-0.3192,8.84729895216369e-08,0.0177843095157023,0.396,0.462,"Usp14",6270,"No","NS"
"chr8-72146034-72146918",-0.3192,0.000114724060025367,1,0.243,0.287,"Tpm4",0,"No","NS"
"chr19-5408334-5408781",-0.3192,0.000255903822333806,1,0.119,0.156,"4930481A15Rik",0,"No","NS"
"chr5-35905063-35905594",-0.3192,0.000455379542493928,1,0.214,0.253,"Afap1",0,"No","NS"
"chr1-126828951-126829402",-0.3192,0.00255948971852294,1,0.079,0.104,"Nckap5",0,"No","NS"
"chr19-27904191-27905420",-0.3194,6.43103743405137e-08,0.012927285587684,0.408,0.479,"Rfx3",0,"No","NS"
"chr2-6358552-6359288",-0.3194,0.0381918889292338,1,0.095,0.113,"Usp6nl",0,"No","NS"
"chr4-128654269-128655291",-0.3195,3.45958283368015e-12,6.95424583729381e-07,0.459,0.551,"Phc2",0,"No","NS"
"chr2-29582236-29582896",-0.3195,0.000730768236702137,1,0.163,0.201,"Rapgef1",36823,"No","NS"
"chr2-173658562-173660654",-0.3196,3.15235310384873e-27,6.33667106817049e-22,0.848,0.879,"Ppp4r1l-ps",0,"No","NS"
"chr6-127989012-127990221",-0.3196,1.71251126016387e-08,0.0034423873845058,0.392,0.46,"Tspan9",0,"No","NS"
"chr4-41653249-41653621",-0.3196,0.000892078621539366,1,0.093,0.123,"Cntfr",3876,"No","NS"
"chr17-78339357-78339850",-0.3196,0.00492674489977364,1,0.096,0.121,"Crim1",0,"No","NS"
"chr10-69574138-69574568",-0.3196,0.0529060175475082,1,0.095,0.111,"Ank3",0,"No","NS"
"chr17-87848827-87850264",-0.3197,4.62684302105758e-07,0.0930060223034869,0.501,0.547,"Kcnk12",50832,"No","NS"
"chr2-152080630-152082583",-0.3198,1.95811621260525e-07,0.0393608772360631,0.379,0.442,"Scrt2",0,"No","NS"
"chr9-60429452-60430655",-0.3198,2.95864589317395e-07,0.0594729245570469,0.343,0.407,"Thsd4",0,"No","NS"
"chr4-145024072-145025791",-0.3198,1.73473470595296e-05,1,0.248,0.304,"Vps13d",0,"No","NS"
"chr6-127044767-127045453",-0.3198,0.0127228498564238,1,0.106,0.129,"Fgf6",20048,"No","NS"
"chr1-34042313-34042575",-0.3198,0.0687476120125465,1,0.106,0.121,"Dst",0,"No","NS"
"chr9-95513904-95514858",-0.3199,1.25953334468303e-08,0.00253183835748115,0.34,0.414,"Gm28424",434,"No","NS"
"chr3-142490155-142490813",-0.3199,0.000607346595498852,1,0.171,0.208,"Gbp5",6120,"No","NS"
"chr2-26118168-26119137",-0.32,7.37445389255069e-12,1.48236847475718e-06,0.479,0.564,"Nacc2",0,"No","NS"
"chr3-84344756-84346115",-0.32,1.88023238399418e-08,0.00377953032436207,0.498,0.572,"RP23-286J21.1",3260,"No","NS"
"chr2-127165832-127166545",-0.32,0.0155127432427041,1,0.088,0.109,"1810024B03Rik",19809,"No","NS"
"chr6-59195702-59197140",-0.3201,0.00237536049356712,1,0.124,0.154,"Tigd2",11729,"No","NS"
"chr18-75926404-75927185",-0.3201,0.00862477035644504,1,0.12,0.145,"Zbtb7c",0,"No","NS"
"chr3-138104740-138105469",-0.3202,0.000324614535999217,1,0.192,0.232,"Mttp",0,"No","NS"
"chr8-36532254-36533808",-0.3203,7.21913585276446e-07,0.14511473743076,0.28,0.342,"6430573F11Rik",17933,"No","NS"
"chr3-103140819-103141829",-0.3203,0.00230469182834297,1,0.135,0.166,"Dennd2c",0,"No","NS"
"chr15-65535028-65536096",-0.3203,0.00301608372237628,1,0.116,0.145,"Gm23907",158452,"No","NS"
"chr12-72944547-72946096",-0.3203,0.00425614270348533,1,0.11,0.138,"Six6",0,"No","NS"
"chr16-30590111-30590859",-0.3204,2.32984529303779e-06,0.468331521734698,0.265,0.329,"Lsg1",2518,"No","NS"
"chr18-64840829-64841353",-0.3204,2.72637493274092e-05,1,0.215,0.267,"Nedd4l",46402,"No","NS"
"chr5-100860728-100862216",-0.3205,9.02068170712057e-07,0.181328331267513,0.311,0.374,"Agpat9",0,"No","NS"
"chr7-45370177-45370795",-0.3205,3.68835958806304e-06,0.741411914234903,0.34,0.397,"Lin7b",0,"No","NS"
"chr15-102746241-102747430",-0.3205,1.06803748042996e-05,1,0.277,0.332,"Calcoco1",24062,"No","NS"
"chr7-141838694-141839154",-0.3205,0.000180474557584619,1,0.089,0.125,"Muc5b",0,"No","NS"
"chr6-99691805-99693549",-0.3205,0.0007514686801462,1,0.148,0.185,"Gpr27",0,"No","NS"
"chr12-72749910-72750342",-0.3205,0.00253217995300632,1,0.149,0.181,"Ppm1a",10868,"No","NS"
"chr4-140788601-140789476",-0.3205,0.0027168571765254,1,0.123,0.152,"Padi3",0,"No","NS"
"chr9-23728459-23729285",-0.3206,0.000170897996825945,1,0.18,0.224,"Bmper",243256,"No","NS"
"chr10-30637831-30639771",-0.3207,9.94103894005218e-11,1.99828800149565e-05,0.402,0.496,"Ncoa7",5812,"No","NS"
"chr7-28727543-28728475",-0.3207,9.55899102941053e-06,1,0.253,0.309,"Fbxo17",0,"No","NS"
"chr2-27441785-27443409",-0.3208,7.25007142564432e-20,1.45736585755447e-14,0.746,0.802,"Brd3",2169,"No","NS"
"chr8-90876007-90877949",-0.3209,6.54589358778369e-19,1.31581625365475e-13,0.738,0.788,"Chd9",0,"No","NS"
"chr9-92207352-92208301",-0.3209,0.00463807467268354,1,0.089,0.114,"Plscr5",0,"No","NS"
"chr13-47013892-47015139",-0.321,1.40882003849515e-10,2.83192551218065e-05,0.391,0.478,"Nhlrc1",0,"No","NS"
"chr1-60360834-60361903",-0.321,0.000901141039287424,1,0.112,0.145,"Cyp20a1",0,"No","NS"
"chr3-108258617-108259667",-0.321,0.0012548899698482,1,0.229,0.265,"Psma5",0,"No","NS"
"chr15-102981443-102982221",-0.321,0.00493674104130686,1,0.135,0.163,"Hoxc5",0,"No","NS"
"chr8-69012408-69013060",-0.321,0.0734908099339203,1,0.108,0.123,"Slc18a1",24650,"No","NS"
"chr7-110706071-110707359",-0.3211,5.16951045561688e-13,1.03914397472537e-07,0.484,0.578,"Ampd3",60846,"No","NS"
